"promotion_code","user_name"
"B2B4VZLQ3","A113202"
"B2S3BW3J3","A113202"
"B283X5RR3","A113277"
"B2HDWVY33","A113277"
"B221ERDL3","A113277"
"B2H73CUK3","A113277"
"B2S7S9UW3","A113277"
"B2PZFPRM3","A113678"
"B2E8AGKU3","A113678"
"B2HYFJSS3","A113678"
"B2W7LGNR3","A113678"
"B2TNNDFT3","A113678"
"B2VTXNXN3","A11545"
"B27PSVQC3","A11545"
"B25KEDUY3","A11545"
"B2DWEJJB3","A11545"
"B2BW1RY33","A11545"
"B2DEK8UZ3","A116126"
"B2ZYLFV23","A116126"
"B2L3MAQL3","A116126"
"B2TAV79P3","A116126"
"B24JSXTL3","A116126"
"B2W9CUGN3","A116464"
"B2NPYFGP3","A116464"
"B21BZQRL3","A116464"
"B24SXSNH3","A116464"
"B2N742GP3","A116464"
"B2MSWJC23","A116758"
"B2WJWYP53","A116758"
"B2GJE9CD3","A116758"
"B2SRG23B3","A116758"
"B2YWS2UB3","A116758"
"B24XG7EG3","A118325"
"B2LWCJC53","A118325"
"B24VF8TX3","A118325"
"B2P47VUH3","A118325"
"B25VTBP43","A118325"
"B2LPKLGJ3","A11835"
"B2ZP3B853","A11835"
"B2WVCEYQ3","A11835"
"B2PYS14P3","A11835"
"B29TSC953","A11835"
"B2RBTKY83","A118517"
"B2T4LRDA3","A118517"
"B2VRUUFS3","A118517"
"B2RUEMZ23","A118517"
"B2MVXDG53","A118517"
"B2CNDSU43","A118660"
"B279NQ8X3","A118660"
"B2LG27HZ3","A118660"
"B29CP4KZ3","A118660"
"B21UWR153","A118660"
"B2MR3F183","A11974"
"B22EJXFH3","A11974"
"B2ZD2HCT3","A11974"
"B2HASUWU3","A11974"
"B2RHXGYR3","A11974"
"B2M373D73","A119812"
"B2MU8JU53","A119812"
"B2UB3JVH3","A119812"
"B2K7EUA53","A119812"
"B218MP2J3","A119812"
"B27L4S2V3","A119926"
"B2QQ8HJ23","A119926"
"B24HR1JY3","A119926"
"B2T2PRZA3","A119926"
"B2X3VCR53","A119926"
"B2NLSDGG3","A120049"
"B259VM7R3","A120049"
"B2M8R3YS3","A120049"
"B23NL4143","A120049"
"B25NL95D3","A120049"
"B2Z85X2B3","A1202"
"B2CCKYGF3","A1202"
"B2SCXTYG3","A1202"
"B2SC3DAU3","A1202"
"B2YCQ8YV3","A1202"
"B2WN3YEZ3","A12062"
"B23F8KZE3","A12062"
"B2G1DRY43","A12062"
"B2YCNHUH3","A12062"
"B2B5CG7D3","A12062"
"B2JNAHBA3","A12144"
"B2VXDMS13","A12144"
"B2E147LX3","A12144"
"B2WBQXNZ3","A12144"
"B2UGLUMN3","A12144"
"B2W515FM3","A122226"
"B2Q138Y73","A122226"
"B2GWNRXB3","A122226"
"B2LXTRM93","A122226"
"B2JBJTKM3","A122226"
"B2MZSCPD3","A122341"
"B2JYQPC93","A122341"
"B2SV8S3X3","A122341"
"B2QK8KU83","A122341"
"B2ZCRRD33","A122341"
"B2F1YHU93","A122365"
"B2812WWJ3","A122365"
"B2WZSRAS3","A122365"
"B2PHH5VR3","A122365"
"B2GGZ3TY3","A122365"
"B2HTRGTE3","A122981"
"B2A1B3C23","A122981"
"B2T5PGQ23","A122981"
"B2F24UWC3","A122981"
"B24FZUYR3","A122981"
"B2Q199343","A123399"
"B2KL9WCG3","A123399"
"B2K5HDNY3","A123399"
"B2V7VFUL3","A123399"
"B2WUEST23","A123399"
"B2XPYYJQ3","A12379"
"B24G1TN93","A12379"
"B2VBZ2G43","A12379"
"B2VJ4VGK3","A12379"
"B2PXWBTZ3","A12379"
"B2AWGXL53","A123850"
"B23ZXREJ3","A123850"
"B211XMNE3","A123850"
"B2NDR89W3","A123850"
"B28NR5XW3","A123850"
"B2JQQB2T3","A124148"
"B2NK1ZYY3","A124148"
"B2QVXFPH3","A124148"
"B2SXQHW53","A124148"
"B2FSTZEM3","A124148"
"B2N28Y9D3","A12508"
"B2C978AY3","A12508"
"B219FQ4C3","A12508"
"B22GZCK53","A12508"
"B2JSRGTB3","A12508"
"B2FTGSTW3","A125116"
"B2E5M9PJ3","A125116"
"B2C5GP243","A125116"
"B24AT2HV3","A125116"
"B2HVFQZG3","A125116"
"B2AW2J383","A12552"
"B2K5SRTL3","A12552"
"B2MZQLMJ3","A12552"
"B2MDGWXF3","A12552"
"B2PCWC523","A12552"
"B2LWRJXN3","A12565"
"B2J54N7C3","A12565"
"B2LR5J1K3","A12565"
"B22TKY1G3","A12565"
"B2TP1Z8X3","A12565"
"B2PMAJMK3","A12569"
"B29AD51T3","A12569"
"B273UYBE3","A12569"
"B2R2ZCCK3","A12569"
"B2X2W7S93","A12569"
"B2KBRE9Q3","A126316"
"B2VRWLL93","A126316"
"B2C9R5Q93","A126316"
"B29MGEGZ3","A126316"
"B2VVGD733","A126316"
"B25FMJTQ3","A12716"
"B25VNGU73","A12716"
"B2D11GYZ3","A12716"
"B2B57QSS3","A12716"
"B2LE8CGZ3","A12716"
"B2HP9WJD3","A128719"
"B242N78E3","A128719"
"B23JGZVZ3","A128719"
"B2V7TVPC3","A128719"
"B2MYGSFW3","A128719"
"B2YLUJ7N3","A128835"
"B2M5KRSN3","A128835"
"B23SUX9Y3","A128835"
"B2NQXJYS3","A128835"
"B22K8JME3","A128835"
"B27KG7UK3","A128923"
"B2BQ9M7P3","A128923"
"B2QA7K8M3","A128923"
"B2P3NGV73","A128923"
"B28GSJ8W3","A128923"
"B2N1N3W83","A129606"
"B2EC2E1K3","A129606"
"B2KDQ1WG3","A129606"
"B2N1UDSP3","A129606"
"B2YRSZGC3","A129606"
"B2FPWTK33","A12991"
"B22MNNRK3","A12991"
"B2AE29SK3","A12991"
"B23MPX983","A12991"
"B2LLNXP33","A12991"
"B24BZUYV3","A131389"
"B24QT12E3","A131389"
"B2NYANXC3","A131389"
"B2GFGUMJ3","A131389"
"B2HZ5Q1Q3","A131389"
"B22EQ2YN3","A131405"
"B21EQPMT3","A131405"
"B2EAH25V3","A131405"
"B2NDPN1B3","A131405"
"B2A8FWK93","A131405"
"B2CRNYXA3","A131507"
"B2KTXJD93","A131507"
"B24RYYLR3","A131507"
"B2XB7AP93","A131507"
"B2MCM7FU3","A131507"
"B2X3HHZ83","A132383"
"B217HBAA3","A132383"
"B2YM7DX13","A132383"
"B2CYSL8U3","A132383"
"B2KPHTSC3","A132383"
"B2JKLYKS3","A132824"
"B2CSYXFF3","A132824"
"B2RDV7GP3","A132824"
"B2HLSTGG3","A132824"
"B2A7QFDR3","A132824"
"B29BCJ873","A133046"
"B2DVDZHG3","A133046"
"B21JBFFA3","A133046"
"B2AZSQB13","A133046"
"B2M3KPLJ3","A133046"
"B2UF1NVB3","A1347"
"B2PGZKFN3","A1347"
"B2XVCTKF3","A1347"
"B23KSDBV3","A1347"
"B2X2JLDV3","A1347"
"B2GHURBQ3","A136143"
"B2VE8FHA3","A136143"
"B2F8ABA23","A136143"
"B2QRXNZ53","A136143"
"B2V3B5P13","A136143"
"B2JYP1KJ3","A136144"
"B2TV9ZDD3","A136144"
"B2M5YG8T3","A136144"
"B2LCDGDK3","A136144"
"B2AKL71S3","A136144"
"B2JML9253","A13789"
"B2HZHM7T3","A13789"
"B23RRQ853","A13789"
"B2KJ4Q7K3","A13789"
"B28DA9453","A13789"
"B28RPYNK3","A138612"
"B2SNWL5W3","A138612"
"B2KGY9GR3","A138612"
"B25M2KW33","A138612"
"B24QB2SR3","A138612"
"B2WXQDPM3","A139086"
"B2HYB95K3","A139086"
"B258DH8D3","A139086"
"B2BXJRP83","A139086"
"B21J11PV3","A139086"
"B2A5A2L73","A1415"
"B2JNMX1A3","A1415"
"B2GY389D3","A1415"
"B25WZZ2C3","A1415"
"B2HFPKU33","A1415"
"B21MX9423","A142799"
"B21TPG383","A142799"
"B2WN9C9G3","A142799"
"B2Y8TJ743","A142799"
"B24GX5FB3","A142799"
"B2M2GHZ43","A143743"
"B2HXSAKW3","A143743"
"B24EXMG93","A143743"
"B2DYKB9D3","A143743"
"B2FNB1ZD3","A143743"
"B2XN4C383","A143818"
"B2RNS2YM3","A143818"
"B2X7K8B53","A143818"
"B2WN2KLA3","A143818"
"B2GVWZFK3","A143818"
"B2N17UMV3","A144142"
"B23FBZ1T3","A144142"
"B2U88UYT3","A144142"
"B24UB2SD3","A144142"
"B2LYWY2E3","A144142"
"B2VPYALG3","A14454"
"B2BD3RGP3","A14454"
"B29C3XEC3","A14454"
"B2KBQ2H43","A14454"
"B2A23GJZ3","A14454"
"B24VHSJ43","A144549"
"B2ZM1KTP3","A144549"
"B2LNKXKD3","A144549"
"B2PURQS53","A144549"
"B28UUTYY3","A144549"
"B2R5EKH93","A14553"
"B2VY3SFH3","A14553"
"B2HKGUAC3","A14553"
"B2RCWG453","A14553"
"B2X2LAUU3","A14553"
"B2ZYHYWK3","A146314"
"B2E3HTD83","A146314"
"B2N3E19F3","A146314"
"B2NS7M7D3","A146314"
"B2PRHTVV3","A146314"
"B273UZCN3","A146521"
"B2P4UHEU3","A146521"
"B2MVGTS43","A146521"
"B2A3DHK93","A146521"
"B2VETYQ53","A146521"
"B27X8EQ23","A14662"
"B2X4LLDK3","A14662"
"B2LF5HZK3","A14662"
"B24M9UME3","A14662"
"B23VEQWD3","A14662"
"B2HUWR3D3","A147196"
"B2QESS9Q3","A147196"
"B28P92AA3","A147196"
"B2WEFCSE3","A147196"
"B2EJFBN83","A147196"
"B2TM3TNX3","A147754"
"B2V2HC8T3","A147754"
"B213CF8W3","A147754"
"B22LC3E43","A147754"
"B2VKA57S3","A147754"
"B23L5FSW3","A148384"
"B2FVHHFG3","A148384"
"B2RTF2HT3","A148384"
"B2L38N1Q3","A148384"
"B24225EK3","A148384"
"B2YEF3UC3","A1487"
"B2Y5PQYH3","A1487"
"B2U82SWN3","A1487"
"B27DTP2M3","A1487"
"B27FKRUM3","A1487"
"B2VLHVQD3","A149554"
"B2P58NAR3","A149554"
"B2LV3QJ83","A149554"
"B2STH5WF3","A149554"
"B2KLLETG3","A149554"
"B2ZZ81KQ3","A152306"
"B2QGWKKP3","A152306"
"B2PD2N953","A152306"
"B24CZEWY3","A152306"
"B2KVHBFF3","A152306"
"B2C8GS9W3","A153543"
"B2RZ25LS3","A153543"
"B23W5D953","A153543"
"B2WRAS8T3","A153543"
"B2JNV5L93","A153543"
"B2RGF7333","A154591"
"B2VLHJ5Z3","A154591"
"B2RGKVWJ3","A154591"
"B29HDCCZ3","A154591"
"B2NY4LFE3","A154591"
"B2Z8CTRP3","A15484"
"B2QDW8GL3","A15484"
"B2UJ2Y7D3","A15484"
"B2YBXGTT3","A15484"
"B2ABC1WF3","A15484"
"B2K8X7QL3","A157897"
"B2HXY71J3","A157897"
"B2BPXXEB3","A157897"
"B2RHLUJD3","A157897"
"B2RCDXHE3","A157897"
"B2XC7JAE3","A160213"
"B2US32AY3","A160213"
"B2AA55993","A160213"
"B2GG3AAR3","A160213"
"B2LG5AZG3","A160213"
"B2SPQKA73","A160216"
"B2M9FFAR3","A160216"
"B2JABWE13","A160216"
"B2HR8J7N3","A160216"
"B2VCPNMY3","A160216"
"B28ABTE93","A162057"
"B2QPSTES3","A162057"
"B28V9VMM3","A162057"
"B2WDGPCU3","A162057"
"B2NX2W7W3","A162057"
"B2YN74RC3","A162375"
"B2P28V7V3","A162375"
"B2H1RX4G3","A162375"
"B2ZT3FZE3","A162375"
"B27ZCU253","A162375"
"B2C4R5XV3","A164025"
"B2P3PAGC3","A164025"
"B22PHTNK3","A164025"
"B2P2MDJ33","A164025"
"B21EQPL73","A164025"
"B2LXJU1L3","A166049"
"B21ZBAMC3","A166049"
"B21LDE183","A166049"
"B2FZRHMM3","A166049"
"B24BH4Q13","A166049"
"B2TLYQS13","A166900"
"B2NK4KMH3","A166900"
"B22ZV5RM3","A166900"
"B29QUCFJ3","A166900"
"B21QB1H83","A166900"
"B2KN2CA23","A16778"
"B2WXP1QU3","A16778"
"B2RY2G2F3","A16778"
"B2WS13BY3","A16778"
"B2PCWYPV3","A16778"
"B2L1P3TA3","A168709"
"B2UNRJ783","A168709"
"B2WJE9X23","A168709"
"B2MSLRN83","A168709"
"B25GJX7S3","A168709"
"B2R1LH2D3","A1689"
"B22DZAD53","A1689"
"B2PM8L9J3","A1689"
"B2FWE2513","A1689"
"B2AMSYLF3","A1689"
"B27UML7F3","A170380"
"B23WBWMF3","A170380"
"B24G8WKK3","A170380"
"B2X5CV553","A170380"
"B2X59NVA3","A170380"
"B2EU3GDQ3","A170385"
"B2QCDULY3","A170385"
"B2K9NS483","A170385"
"B2JJPEA13","A170385"
"B2F7AMB73","A170385"
"B2QKKPAP3","A17042"
"B22PJRF73","A17042"
"B215EKJE3","A17042"
"B272VCAR3","A17042"
"B2RH3C1Z3","A17042"
"B2LJ34BG3","A175313"
"B2XRWDP23","A175313"
"B2ATABBZ3","A175313"
"B2V8WGY53","A175313"
"B2BG4N2F3","A175313"
"B2AVZ9YQ3","A175990"
"B2GHCEXC3","A175990"
"B21FMF573","A175990"
"B25WM2JH3","A175990"
"B2WAP95H3","A175990"
"B2ZTHCE43","A1763"
"B2MP7EBP3","A1763"
"B23A77V43","A1763"
"B2FM7KYA3","A1763"
"B29T95BG3","A1763"
"B21ESB3E3","A183924"
"B2YWMCV93","A183924"
"B2ZHWXBR3","A183924"
"B2Q8Z39T3","A183924"
"B2GKUM413","A183924"
"B2DKASEQ3","A18639"
"B2AN3NJT3","A18639"
"B2WMHMM33","A18639"
"B2NCDU2S3","A18639"
"B2BKMBW23","A18639"
"B2LWG7LF3","A187718"
"B27YPTFL3","A187718"
"B2YPDRES3","A187718"
"B247TUCP3","A187718"
"B2N9TYSA3","A187718"
"B2YVZ4GJ3","A187961"
"B2UJ8H9P3","A187961"
"B2LJ3C893","A187961"
"B2FMHQVL3","A187961"
"B2CRB7FZ3","A187961"
"B2S7SMZ93","A188401"
"B2WBKQTD3","A188401"
"B2RYSC8H3","A188401"
"B23PMGMH3","A188401"
"B2Q4NPX13","A188401"
"B2YYF5RR3","A18999"
"B2CSYSEW3","A18999"
"B21DL93K3","A18999"
"B2MBNP573","A18999"
"B2CFF4DB3","A18999"
"B2GC5QLN3","A190892"
"B2QKFGHZ3","A190892"
"B2MBL4PD3","A190892"
"B2QLTM5V3","A190892"
"B2MWA21T3","A190892"
"B2QXTVXZ3","A192048"
"B2LLUVP73","A192048"
"B2LQ4MC53","A192048"
"B2BBXL3A3","A192048"
"B2ZQ9BMA3","A192048"
"B2DLEK1L3","A19279"
"B2PFCEPX3","A19279"
"B2S34UMX3","A19279"
"B29AZYVN3","A19279"
"B2RQB9T93","A19279"
"B2QVDHL33","A193307"
"B2AVHHGB3","A193307"
"B2DZUBM93","A193307"
"B2V5VPPH3","A193307"
"B2CVUQDE3","A193307"
"B2RFTZPC3","A193454"
"B2UZ5JTF3","A193454"
"B2NX2RVZ3","A193454"
"B2G2TC3A3","A193454"
"B2VM3AYM3","A193454"
"B2JDMK7A3","A194737"
"B29CSXNS3","A194737"
"B2ECFS4U3","A194737"
"B21VPBEV3","A194737"
"B2N8WM483","A194737"
"B2TPDCUK3","A19474"
"B23915FD3","A19474"
"B2VD5WRP3","A19474"
"B22X92S43","A19474"
"B2GGM22R3","A19474"
"B2KH1ZN73","A194961"
"B29CER1S3","A194961"
"B2N3ZXA43","A194961"
"B2X5BV9J3","A194961"
"B2KG7PAW3","A194961"
"B258MJ2F3","A194995"
"B2K3FWJ83","A194995"
"B2APLQVW3","A194995"
"B2E55AQA3","A194995"
"B2DSXWZ93","A194995"
"B2EPCUZZ3","A195173"
"B2CP8WUB3","A195173"
"B2Z7PS4R3","A195173"
"B2DX84WX3","A195173"
"B2K4ZS9Y3","A195173"
"B2878TFN3","A19535"
"B2DPEN533","A19535"
"B2RWR1C53","A19535"
"B2EJXPVU3","A19535"
"B2W5B8DJ3","A19535"
"B2GZM4XY3","A196013"
"B29HQ1H33","A196013"
"B2XK7SCA3","A196013"
"B2X9RM3W3","A196013"
"B25QXTN53","A196013"
"B28HMCXU3","A196611"
"B2CCAUGR3","A196611"
"B2TM4CYA3","A196611"
"B25KD8V33","A196611"
"B2C1W74K3","A196611"
"B2CH7DSU3","A197033"
"B2BVTK8M3","A197033"
"B2BA9MG73","A197033"
"B2XXARRK3","A197033"
"B2FN85F13","A197033"
"B2U1JC5M3","A197378"
"B2L3ZPUY3","A197378"
"B2Z87KT13","A197378"
"B2LLTKNB3","A197378"
"B29A9K2B3","A197378"
"B289SH2Y3","A200074"
"B2XJQGY53","A200074"
"B2TCLCXL3","A200074"
"B2PJ5MW93","A200074"
"B27LLZHH3","A200074"
"B21ZKRMR3","A200464"
"B2H5USFE3","A200464"
"B2ZUSJUG3","A200464"
"B2ZEUY3U3","A200464"
"B2T1Y8K43","A200464"
"B2K3HNRS3","A20093"
"B2C5K7D43","A20093"
"B2G1MJEN3","A20093"
"B2F9PQXN3","A20093"
"B22FFFWF3","A20093"
"B2QK49E83","A201570"
"B2HZNW7A3","A201570"
"B2PFDFBY3","A201570"
"B2MUY11P3","A201570"
"B2DWG57P3","A201570"
"B23HBBEE3","A2018"
"B2WH1H9H3","A2018"
"B29ANEP93","A2018"
"B2WZF8AN3","A2018"
"B2K88SNX3","A2018"
"B2EL9T293","A202271"
"B2MX3WUF3","A202271"
"B2F8188Z3","A202271"
"B2PFU43X3","A202271"
"B2UCJRTX3","A202271"
"B2GQKZ9K3","A202738"
"B2KZ51TN3","A202738"
"B2C3JUDN3","A202738"
"B2KMFPQC3","A202738"
"B2VQ2E9H3","A202738"
"B2ZLM7UA3","A203933"
"B2MMHZKR3","A203933"
"B284CH8S3","A203933"
"B24XRD3D3","A203933"
"B2BLVY3R3","A203933"
"B2P3BZJJ3","A204250"
"B248DVE73","A204250"
"B25C7KLP3","A204250"
"B25LBPCB3","A204250"
"B2BFLJEU3","A204250"
"B2X4RU7T3","A204706"
"B29SYUQY3","A204706"
"B2VT483T3","A204706"
"B241NNA73","A204706"
"B2HT1SWD3","A204706"
"B2Z8RFDE3","A204734"
"B22CBFA23","A204734"
"B2H5NE5F3","A204734"
"B2CYBAFU3","A204734"
"B2H2UHQL3","A204734"
"B2FGV8KZ3","A205643"
"B2D35UWQ3","A205643"
"B2KRTG993","A205643"
"B2H41HB33","A205643"
"B2WCNE7Q3","A205643"
"B2QT7U8Z3","A206394"
"B2JL5B443","A206394"
"B2YCPECN3","A206394"
"B21M4TW23","A206394"
"B2VAWAA53","A206394"
"B2RRGNQ93","A206516"
"B2SQLGT83","A206516"
"B291TDWS3","A206516"
"B2UFSW2K3","A206516"
"B2UR71C33","A206516"
"B23MKWK93","A20701"
"B2FRPNJL3","A20701"
"B2PGRQ9A3","A20701"
"B2MRNY1W3","A20701"
"B2DUYJU33","A20701"
"B2MQJB8C3","A207633"
"B2KYMKDJ3","A207633"
"B21E3Z5D3","A207633"
"B25793V33","A207633"
"B21FBTX13","A207633"
"B2GDP7AJ3","A208214"
"B24KWZET3","A208214"
"B28SRU8N3","A208214"
"B2MZQK1V3","A208214"
"B2D51LLZ3","A208214"
"B2K7BWLJ3","A208590"
"B2JHUPA53","A208590"
"B29VNK7Z3","A208590"
"B235XLUE3","A208590"
"B24DATXQ3","A208590"
"B2PYVKA73","A208783"
"B2Y52VTL3","A208783"
"B2ZMDZ3Q3","A208783"
"B27J4HU43","A208783"
"B2ML83L43","A208783"
"B2SDPTQG3","A209723"
"B2488KSS3","A209723"
"B2TXDPFX3","A209723"
"B2NPN31U3","A209723"
"B2DHN95J3","A209723"
"B2PT2L4Q3","A209941"
"B27WHYVT3","A209941"
"B2HMXXRR3","A209941"
"B2UR7EFP3","A209941"
"B2YXLZ3Q3","A209941"
"B2Z5MHDX3","A210957"
"B23AEMPT3","A210957"
"B2ZWQZ1K3","A210957"
"B2QV87WA3","A210957"
"B22MAUW93","A210957"
"B2NFR1Q33","A211552"
"B2SXJTJK3","A211552"
"B2HXK22J3","A211552"
"B2NQ84M33","A211552"
"B2HSZG7R3","A211552"
"B29WBEX43","A21169"
"B2A1R2N43","A21169"
"B2DTZLJX3","A21169"
"B2URHT753","A21169"
"B2EQBQ8V3","A21169"
"B25ZVWGP3","A211924"
"B2K3R9FU3","A211924"
"B2KWBPCC3","A211924"
"B2BP7PJV3","A211924"
"B28JXFSQ3","A211924"
"B28A9WZ23","A212027"
"B22DEAGZ3","A212027"
"B2XD4GLW3","A212027"
"B2B31TST3","A212027"
"B2VCSEU73","A212027"
"B24N9KM53","A212719"
"B2ZL4TYB3","A212719"
"B22CGQS13","A212719"
"B2W4V7HJ3","A212719"
"B29N2MLY3","A212719"
"B2HJB3MJ3","A213365"
"B2BUR35R3","A213365"
"B2UTTWVK3","A213365"
"B2QY8NX13","A213365"
"B23E37XS3","A213365"
"B2HY4S2M3","A213415"
"B2NPED193","A213415"
"B284XVZH3","A213415"
"B2EERV1N3","A213415"
"B29PM1ES3","A213415"
"B28XYWQM3","A213718"
"B2N3W3VK3","A213718"
"B2KWF4U53","A213718"
"B2NAAMF93","A213718"
"B2L9G9PP3","A213718"
"B2JHF4R73","A214008"
"B2ELLRC33","A214008"
"B2ZN44EA3","A214008"
"B22A2AFG3","A214008"
"B2YUFUPM3","A214008"
"B2L28QWJ3","A215049"
"B2KX9YKP3","A215049"
"B2R9472N3","A215049"
"B2Z492933","A215049"
"B2JTWUSK3","A215049"
"B2YPLKRM3","A215383"
"B22B8G4S3","A215383"
"B2FL2M7K3","A215383"
"B2VEZ9VG3","A215383"
"B2VEHBTC3","A215383"
"B2JM3JPE3","A215390"
"B29DR99K3","A215390"
"B2DWS2MM3","A215390"
"B2XVB7493","A215390"
"B2BT2UZ73","A215390"
"B239SUGR3","A216067"
"B2A3X2FE3","A216067"
"B24D82223","A216067"
"B2LDU1YT3","A216067"
"B2JT2VR43","A216067"
"B2Y8CB3Y3","A216160"
"B23PVX9U3","A216160"
"B287WVBZ3","A216160"
"B2KHPLHD3","A216160"
